target_index,lead,time_index,truth,q05,q50,q95
24,2,497,26.299999237060547,20.230091094970703,24.940982818603516,27.943973541259766
24,3,498,28.200000762939453,19.584524154663086,24.27298927307129,27.487211227416992
24,4,499,25.5,18.054271697998047,22.623065948486328,25.446542739868164
24,5,500,18.200000762939453,16.041213989257812,20.800037384033203,23.200101852416992
25,1,496,21.899999618530273,21.277374267578125,24.76385498046875,27.70671844482422
25,2,497,25.5,23.36310386657715,27.015958786010742,30.00884246826172
25,3,498,26.899999618530273,23.511022567749023,25.951412200927734,29.280715942382812
25,4,499,25.200000762939453,22.234664916992188,24.875627517700195,28.25103187561035
25,5,500,19.899999618530273,21.46173095703125,23.879716873168945,27.159677505493164
26,1,496,22.600000381469727,22.92667007446289,26.277904510498047,29.319246292114258
26,2,497,23.799999237060547,23.953773498535156,27.2590389251709,30.515756607055664
26,3,498,25.0,23.982755661010742,27.616426467895508,30.567428588867188
26,4,499,26.100000381469727,22.904558181762695,26.283384323120117,29.2138671875
26,5,500,19.100000381469727,21.66228485107422,24.86014175415039,27.530113220214844
27,1,496,22.100000381469727,21.412145614624023,25.147859573364258,28.768474578857422
27,2,497,25.5,24.233102798461914,27.357666015625,30.18682861328125
27,3,498,27.100000381469727,23.551959991455078,27.234094619750977,30.312997817993164
27,4,499,25.899999618530273,21.428815841674805,25.946260452270508,29.024951934814453
27,5,500,20.200000762939453,21.010862350463867,24.725093841552734,27.287294387817383
28,1,496,22.200000762939453,24.082780838012695,27.119426727294922,29.968944549560547
28,2,497,25.600000381469727,26.23011589050293,28.92758560180664,31.61054229736328
28,3,498,26.799999237060547,25.953413009643555,28.974607467651367,30.836091995239258
28,4,499,25.899999618530273,24.69169044494629,28.005014419555664,29.774551391601562
28,5,500,22.799999237060547,21.7219295501709,24.332019805908203,26.611963272094727
29,1,496,22.700000762939453,23.52124786376953,26.547372817993164,29.590055465698242
29,2,497,24.799999237060547,25.105554580688477,27.45955467224121,30.677400588989258
29,3,498,26.5,24.528200149536133,27.158933639526367,30.318523406982422
29,4,499,25.100000381469727,24.094945907592773,25.76927375793457,28.648883819580078
29,5,500,21.100000381469727,22.033489227294922,24.86945152282715,27.393362045288086
30,1,496,21.799999237060547,21.8408145904541,24.32118034362793,27.783157348632812
30,2,497,21.100000381469727,22.18850326538086,24.861888885498047,28.118932723999023
30,3,498,23.5,22.135051727294922,25.050851821899414,27.308778762817383
30,4,499,22.299999237060547,21.914871215820312,24.292390823364258,26.585603713989258
30,5,500,22.200000762939453,21.000791549682617,23.57805633544922,25.724123001098633
31,1,496,21.5,24.739486694335938,26.62742805480957,30.517549514770508
31,2,497,23.299999237060547,26.00186538696289,27.63515281677246,30.477291107177734
31,3,498,23.899999618530273,25.22810935974121,26.957056045532227,30.47220230102539
31,4,499,23.899999618530273,22.883821487426758,24.992599487304688,28.045696258544922
31,5,500,21.600000381469727,20.715763092041016,22.872848510742188,25.91049575805664
32,1,496,24.0,21.59591293334961,24.61187171936035,28.3709659576416
32,2,497,24.799999237060547,23.20721435546875,26.526973724365234,29.624691009521484
32,3,498,23.5,23.8967227935791,26.916086196899414,29.591196060180664
32,4,499,23.700000762939453,22.96409034729004,26.142288208007812,28.712352752685547
32,5,500,22.0,22.499794006347656,25.68077278137207,27.468238830566406
33,1,496,22.100000381469727,21.131763458251953,23.939241409301758,28.325634002685547
33,2,497,21.600000381469727,23.451719284057617,25.392549514770508,29.282142639160156
33,3,498,23.0,22.83417510986328,25.93167495727539,28.870328903198242
33,4,499,21.899999618530273,22.743955612182617,25.920879364013672,28.499797821044922
33,5,500,20.5,22.259748458862305,25.287145614624023,27.9157657623291
34,1,496,18.200000762939453,22.081422805786133,24.45377540588379,27.89022445678711
34,2,497,18.399999618530273,22.889488220214844,25.48775291442871,29.18856430053711
34,3,498,18.299999237060547,22.51447868347168,24.790857315063477,28.378095626831055
34,4,499,18.299999237060547,21.60919189453125,23.80400848388672,27.55280303955078
34,5,500,18.899999618530273,21.052204132080078,23.172592163085938,27.46278953552246
35,1,496,21.899999618530273,22.08473014831543,26.26796531677246,29.18276596069336
35,2,497,22.600000381469727,22.87211036682129,26.926042556762695,30.812475204467773
35,3,498,21.799999237060547,23.011228561401367,26.481355667114258,29.753738403320312
35,4,499,21.600000381469727,21.39182472229004,24.97063636779785,28.707557678222656
35,5,500,21.299999237060547,21.432838439941406,24.302785873413086,28.49637222290039
36,1,496,22.700000762939453,22.60994529724121,25.25091552734375,28.768735885620117
36,2,497,22.600000381469727,23.232973098754883,26.63858413696289,29.469905853271484
36,3,498,23.0,24.153345108032227,26.382583618164062,29.423385620117188
36,4,499,21.799999237060547,22.544795989990234,25.007034301757812,27.849590301513672
36,5,500,20.799999237060547,21.582996368408203,23.87287139892578,27.20231819152832
37,1,496,23.899999618530273,24.885387420654297,26.733774185180664,28.610103607177734
37,2,497,23.899999618530273,25.418174743652344,27.179428100585938,29.956947326660156
37,3,498,24.399999618530273,24.422197341918945,25.973695755004883,28.824108123779297
37,4,499,24.100000381469727,23.38245391845703,25.015565872192383,27.900310516357422
37,5,500,21.899999618530273,22.08646011352539,24.032201766967773,27.10049057006836
38,1,496,2.700000047683716,2.2761096954345703,7.533683776855469,11.134337425231934
38,2,497,7.199999809265137,4.835552215576172,10.904866218566895,14.931918144226074
38,3,498,11.5,8.096868515014648,13.622471809387207,17.202655792236328
38,4,499,13.699999809265137,7.05107307434082,12.005637168884277,16.21514892578125
38,5,500,10.899999618530273,4.950307846069336,10.11446475982666,14.308141708374023
39,1,496,5.400000095367432,1.4373760223388672,6.455316543579102,11.20047378540039
39,2,497,9.300000190734863,6.694967269897461,11.788594245910645,16.66872787475586
39,3,498,11.199999809265137,8.083240509033203,13.34503173828125,17.997201919555664
39,4,499,12.199999809265137,7.205535888671875,12.077864646911621,16.201202392578125
39,5,500,7.900000095367432,4.236433029174805,9.001001358032227,13.143766403198242
40,1,496,22.0,20.616167068481445,24.233556747436523,29.044132232666016
40,2,497,23.899999618530273,24.550809860229492,27.627870559692383,32.533138275146484
40,3,498,26.299999237060547,27.253721237182617,30.34014892578125,34.77226638793945
40,4,499,25.899999618530273,25.935434341430664,29.722082138061523,34.061500549316406
40,5,500,23.399999618530273,24.0463924407959,26.73055076599121,31.0236873626709
41,1,496,20.200000762939453,16.513355255126953,21.111347198486328,26.60602569580078
41,2,497,24.5,21.03607940673828,24.71349334716797,29.752323150634766
41,3,498,24.100000381469727,23.98016929626465,28.19000816345215,33.07704162597656
41,4,499,22.5,24.18436622619629,28.893131256103516,33.08652877807617
41,5,500,20.399999618530273,22.191083908081055,26.41706085205078,31.01056671142578
42,1,496,22.5,19.664501190185547,23.509075164794922,28.29422950744629
42,2,497,28.899999618530273,23.109722137451172,27.174062728881836,32.19304656982422
42,3,498,28.600000381469727,25.812894821166992,29.67609405517578,34.97774887084961
42,4,499,24.899999618530273,23.90882110595703,28.403194427490234,33.707149505615234
42,5,500,23.600000381469727,20.411027908325195,25.248613357543945,30.186832427978516
43,1,496,16.799999237060547,14.086082458496094,18.606632232666016,23.694969177246094
43,2,497,18.799999237060547,15.756972312927246,19.84691619873047,25.31064224243164
43,3,498,19.700000762939453,16.901683807373047,20.86589813232422,26.71178436279297
43,4,499,20.299999237060547,17.052091598510742,20.500476837158203,26.18486785888672
43,5,500,17.799999237060547,16.53464126586914,19.98257827758789,25.083621978759766
44,1,496,19.200000762939453,18.043798446655273,21.584951400756836,27.306304931640625
44,2,497,19.899999618530273,18.94550895690918,22.921916961669922,28.755765914916992
44,3,498,20.200000762939453,20.190189361572266,23.930191040039062,29.229108810424805
44,4,499,19.5,20.039363861083984,23.869983673095703,28.652978897094727
44,5,500,19.0,20.251129150390625,24.01142120361328,28.354007720947266
45,1,496,21.0,21.706314086914062,25.077421188354492,27.952411651611328
45,2,497,22.399999618530273,23.389202117919922,26.72243881225586,30.583864212036133
45,3,498,21.399999618530273,23.391571044921875,26.24234962463379,30.07318115234375
45,4,499,20.399999618530273,21.891441345214844,24.829830169677734,28.339801788330078
45,5,500,19.799999237060547,20.10148811340332,23.45655059814453,26.835615158081055
46,1,496,21.5,22.797428131103516,26.059999465942383,28.693798065185547
46,2,497,22.399999618530273,23.840431213378906,27.537860870361328,30.071195602416992
46,3,498,22.100000381469727,22.87546730041504,26.78102684020996,29.845762252807617
46,4,499,20.700000762939453,22.93893814086914,26.330062866210938,29.17539405822754
46,5,500,20.600000381469727,21.94479751586914,25.032207489013672,28.105806350708008
47,1,496,21.5,23.245046615600586,26.24858283996582,29.381149291992188
47,2,497,23.100000381469727,23.393985748291016,26.428129196166992,28.95707893371582
47,3,498,23.600000381469727,23.392271041870117,26.020566940307617,28.56208610534668
47,4,499,22.100000381469727,22.44721031188965,25.677677154541016,28.21291732788086
47,5,500,21.100000381469727,21.808507919311523,25.850494384765625,29.04216957092285
48,1,496,22.299999237060547,22.779705047607422,24.49540901184082,27.31561851501465
48,2,497,23.100000381469727,23.782310485839844,25.564409255981445,28.576831817626953
48,3,498,23.5,23.596845626831055,25.283111572265625,27.729259490966797
48,4,499,22.200000762939453,22.706567764282227,24.649211883544922,27.381731033325195
48,5,500,21.200000762939453,21.576879501342773,24.344993591308594,27.118959426879883
49,1,496,20.5,19.56328773498535,22.582347869873047,28.144838333129883
49,2,497,20.899999618530273,21.19163703918457,24.674715042114258,30.315807342529297
49,3,498,21.0,22.798625946044922,26.333572387695312,31.544553756713867
49,4,499,20.600000381469727,21.973983764648438,25.99312400817871,31.381057739257812
49,5,500,19.899999618530273,20.684139251708984,25.146623611450195,30.39798355102539
50,1,496,21.5,21.102684020996094,24.48662757873535,28.427501678466797
50,2,497,24.299999237060547,23.160358428955078,26.05791473388672,31.78715705871582
50,3,498,26.100000381469727,23.069395065307617,26.465307235717773,31.578105926513672
50,4,499,25.0,21.428794860839844,25.200912475585938,29.43759536743164
50,5,500,22.399999618530273,19.87000274658203,23.483680725097656,27.727092742919922
51,1,496,22.700000762939453,20.3222713470459,24.352148056030273,29.436119079589844
51,2,497,25.200000762939453,22.190088272094727,27.728302001953125,33.15143585205078
51,3,498,27.600000381469727,23.693593978881836,29.298595428466797,34.303775787353516
51,4,499,26.299999237060547,21.36849021911621,27.954465866088867,32.99158477783203
51,5,500,24.799999237060547,18.24661636352539,24.1171875,29.39307403564453
52,1,496,22.799999237060547,19.397687911987305,25.430213928222656,31.11540985107422
52,2,497,25.299999237060547,23.240478515625,29.2818660736084,34.67349624633789
52,3,498,24.700000762939453,24.836332321166992,30.748437881469727,35.578330993652344
52,4,499,25.799999237060547,24.504650115966797,29.671672821044922,34.05030059814453
52,5,500,23.299999237060547,21.743534088134766,26.975887298583984,31.238319396972656
53,1,496,23.0,21.388032913208008,25.393169403076172,31.78565216064453
53,2,497,26.799999237060547,24.14059829711914,27.79024887084961,33.59206008911133
53,3,498,27.700000762939453,25.719154357910156,29.172420501708984,35.00502014160156
53,4,499,26.799999237060547,23.711585998535156,27.493165969848633,32.0395393371582
53,5,500,24.899999618530273,21.852741241455078,25.501522064208984,30.707691192626953
54,1,496,31.799999237060547,27.430238723754883,30.783248901367188,34.36957931518555
54,2,497,35.20000076293945,28.51584243774414,31.88096809387207,35.60675048828125
54,3,498,35.900001525878906,27.149198532104492,30.254596710205078,34.487083435058594
54,4,499,34.599998474121094,25.529661178588867,28.663785934448242,32.890220642089844
54,5,500,28.5,22.8939208984375,26.82387924194336,30.40174674987793
55,1,496,25.100000381469727,21.373023986816406,26.194543838500977,30.211992263793945
55,2,497,26.899999618530273,23.114763259887695,28.760440826416016,31.69061851501465
55,3,498,29.299999237060547,24.856264114379883,29.916467666625977,32.92937469482422
55,4,499,28.600000381469727,24.061962127685547,28.39089584350586,32.42012405395508
55,5,500,25.399999618530273,21.911832809448242,26.403125762939453,30.43747329711914
56,1,496,25.399999618530273,21.196168899536133,24.318756103515625,29.62342071533203
56,2,497,30.399999618530273,23.68570899963379,26.96384620666504,32.58507537841797
56,3,498,30.200000762939453,25.93629264831543,28.7752685546875,34.43354034423828
56,4,499,29.100000381469727,25.05967903137207,28.18064308166504,33.226078033447266
56,5,500,25.600000381469727,22.647932052612305,26.35634994506836,29.606998443603516
57,1,496,25.5,21.03978729248047,24.344526290893555,29.02399253845215
57,2,497,32.099998474121094,23.492300033569336,26.418546676635742,31.644237518310547
57,3,498,31.899999618530273,25.770729064941406,28.823867797851562,33.85521697998047
57,4,499,31.799999237060547,25.621034622192383,29.195606231689453,34.03326416015625
57,5,500,26.899999618530273,23.4702205657959,27.082300186157227,31.894760131835938
58,1,496,24.399999618530273,18.27843475341797,28.4258975982666,32.579811096191406
58,2,497,26.600000381469727,22.23036766052246,32.377845764160156,36.48276901245117
58,3,498,25.5,23.315542221069336,33.462913513183594,37.46598815917969
58,4,499,25.700000762939453,22.137065887451172,32.28449249267578,36.78446960449219
58,5,500,22.0,20.32564353942871,30.473121643066406,34.90390396118164
59,1,496,30.200000762939453,18.711444854736328,28.850643157958984,32.74095153808594
59,2,497,34.29999923706055,21.94306755065918,32.08208465576172,36.547027587890625
59,3,498,34.79999923706055,23.37394142150879,33.48617172241211,37.923583984375
59,4,499,31.700000762939453,21.538728713989258,31.683517456054688,35.915191650390625
59,5,500,28.799999237060547,18.73038101196289,28.8778133392334,33.218902587890625
60,1,496,31.100000381469727,24.73166275024414,29.461238861083984,34.76842498779297
60,2,497,34.599998474121094,28.063587188720703,32.62261962890625,37.97846221923828
60,3,498,37.099998474121094,28.731826782226562,33.67387390136719,38.95839309692383
60,4,499,35.599998474121094,27.731861114501953,31.949901580810547,37.08366012573242
60,5,500,31.299999237060547,24.729990005493164,29.433128356933594,34.35987091064453
61,1,496,31.200000762939453,23.577430725097656,28.650596618652344,32.382015228271484
61,2,497,34.5,28.176151275634766,32.43274688720703,36.29051971435547
61,3,498,35.79999923706055,29.758056640625,33.81486892700195,38.15660095214844
61,4,499,34.400001525878906,29.307750701904297,33.129337310791016,37.444732666015625
61,5,500,30.399999618530273,25.972034454345703,29.89546775817871,34.215763092041016
62,1,496,29.899999618530273,26.81499481201172,29.28188705444336,34.100791931152344
62,2,497,34.0,30.06663703918457,33.35130310058594,38.37220001220703
62,3,498,35.20000076293945,31.304180145263672,34.34999084472656,38.99934768676758
62,4,499,26.200000762939453,30.132333755493164,33.370460510253906,37.104164123535156
62,5,500,26.299999237060547,27.680374145507812,30.328506469726562,33.92801284790039
63,1,496,22.100000381469727,19.677183151245117,23.1009578704834,27.898283004760742
63,2,497,24.700000762939453,22.599626541137695,26.94944953918457,31.777393341064453
63,3,498,27.700000762939453,24.09522819519043,28.80801773071289,33.01523208618164
63,4,499,27.100000381469727,23.137165069580078,27.63995361328125,31.49374771118164
63,5,500,23.700000762939453,20.463607788085938,24.530216217041016,29.30605125427246
64,1,496,28.700000762939453,22.343965530395508,27.210559844970703,31.240306854248047
64,2,497,32.79999923706055,27.676237106323242,31.74292755126953,34.89300537109375
64,3,498,34.79999923706055,30.063915252685547,34.268123626708984,36.79148864746094
64,4,499,34.70000076293945,29.325965881347656,33.78963851928711,36.098289489746094
64,5,500,30.5,25.9508113861084,30.639875411987305,33.11125564575195
65,1,496,28.200000762939453,22.48533821105957,26.572322845458984,30.705299377441406
65,2,497,33.400001525878906,26.65611457824707,31.038881301879883,35.316383361816406
65,3,498,32.099998474121094,29.064573287963867,33.52475357055664,37.309688568115234
65,4,499,31.5,27.45091438293457,31.913820266723633,35.16277313232422
65,5,500,28.100000381469727,24.291114807128906,29.06835174560547,32.133338928222656
66,1,496,26.899999618530273,22.963716506958008,25.818012237548828,28.999990463256836
66,2,497,27.200000762939453,23.933578491210938,26.840150833129883,29.661441802978516
66,3,498,26.399999618530273,23.96617317199707,26.556278228759766,28.89834213256836
66,4,499,24.100000381469727,23.620872497558594,25.811269760131836,28.526758193969727
66,5,500,22.600000381469727,22.632301330566406,24.964351654052734,27.388145446777344
67,1,496,28.899999618530273,25.052921295166016,26.547405242919922,29.781925201416016
67,2,497,32.29999923706055,24.93660545349121,26.920228958129883,31.494922637939453
67,3,498,31.299999237060547,24.397531509399414,26.472028732299805,29.969032287597656
67,4,499,26.399999618530273,24.063846588134766,25.52143669128418,29.250194549560547
67,5,500,24.700000762939453,22.8031063079834,24.479198455810547,27.352556228637695
68,1,496,29.5,24.303709030151367,26.79329490661621,30.287649154663086
68,2,497,31.799999237060547,24.769882202148438,26.95614242553711,30.80390167236328
68,3,498,31.600000381469727,23.731426239013672,26.035457611083984,29.9465389251709
68,4,499,26.399999618530273,23.187135696411133,25.35257911682129,28.5094051361084
68,5,500,24.299999237060547,22.6369686126709,25.37916374206543,28.0833683013916
69,1,496,30.5,26.479686737060547,28.309833526611328,31.854244232177734
69,2,497,33.599998474121094,26.415700912475586,29.006420135498047,31.519023895263672
69,3,498,35.099998474121094,25.452913284301758,28.403114318847656,30.945823669433594
69,4,499,33.20000076293945,23.65260887145996,26.5346736907959,29.012035369873047
69,5,500,29.0,23.149578094482422,25.511125564575195,27.931827545166016
70,1,496,31.0,28.841625213623047,31.47085952758789,33.60914993286133
70,2,497,33.900001525878906,29.458593368530273,31.839902877807617,33.78851318359375
70,3,498,34.599998474121094,26.887470245361328,29.884567260742188,31.905227661132812
70,4,499,33.20000076293945,24.4123477935791,27.510412216186523,29.432432174682617
70,5,500,28.899999618530273,23.581295013427734,26.100297927856445,28.103168487548828
71,1,496,31.200000762939453,27.166048049926758,29.95764923095703,32.957279205322266
71,2,497,33.900001525878906,27.244741439819336,29.936561584472656,32.84001922607422
71,3,498,35.099998474121094,26.03060531616211,28.83116912841797,31.600996017456055
71,4,499,33.400001525878906,24.086790084838867,26.61724090576172,29.594745635986328
71,5,500,29.600000381469727,22.19027328491211,24.95637321472168,27.76186752319336
72,1,496,30.600000381469727,26.500932693481445,28.599594116210938,30.8709774017334
72,2,497,34.5,27.439144134521484,29.629344940185547,32.73460006713867
72,3,498,34.5,26.255090713500977,29.116607666015625,32.232425689697266
72,4,499,30.5,25.25501823425293,27.738130569458008,30.213563919067383
72,5,500,27.600000381469727,22.976335525512695,25.97528076171875,28.821632385253906
73,1,496,31.100000381469727,28.6234188079834,31.00087547302246,33.47690963745117
73,2,497,34.599998474121094,29.324480056762695,32.100181579589844,34.642303466796875
73,3,498,36.0,28.897489547729492,31.4840087890625,34.40581512451172
73,4,499,34.29999923706055,26.650671005249023,29.11646270751953,32.0221061706543
73,5,500,30.0,24.959854125976562,27.60982894897461,30.750106811523438
74,1,496,29.700000762939453,28.12554359436035,30.65358543395996,33.503273010253906
74,2,497,32.70000076293945,29.35428237915039,31.796741485595703,35.0789794921875
74,3,498,34.0,28.637149810791016,31.324298858642578,34.21941375732422
74,4,499,30.399999618530273,26.90365219116211,29.109905242919922,31.744998931884766
