seed,target_index,lead,time_index,truth,q05,q50,q95,squared_error,interval_width,covered
41,5,2,497,24.299999237060547,16.819461822509766,21.160554885864254,25.440813064575195,9.856110834258311,8.62135124206543,1.0
41,5,3,498,26.799999237060547,15.423443794250488,20.066909790039062,24.54098320007324,45.33449350159208,9.11753940582275,0.0
41,5,4,499,25.200000762939453,13.539408683776855,18.22330665588379,22.6709098815918,48.67426066342523,9.131501197814945,0.0
41,5,5,500,19.299999237060547,12.875129699707031,17.80007553100586,22.02597045898437,2.2497711239848286,9.15084075927734,1.0
41,6,1,496,20.200000762939453,16.361007690429688,21.64838409423828,25.5694580078125,2.097814274384291,9.208450317382812,1.0
41,6,2,497,25.100000381469727,20.431041717529297,27.02094268798828,30.339160919189453,3.690019344972825,9.908119201660156,1.0
41,6,3,498,27.100000381469727,22.62489891052246,27.74445533752441,31.732545852661133,0.41532219038344464,9.107646942138672,1.0
41,6,4,499,26.899999618530277,20.559741973876957,26.237564086914062,30.056827545166016,0.4388208335476567,9.497085571289059,1.0
41,6,5,500,20.399999618530277,16.850242614746094,22.20768165588379,26.331247329711918,3.267714348170544,9.481004714965824,1.0
41,7,1,496,15.5,13.153594017028809,18.56271743774414,24.300220489501957,9.380238103462034,11.146626472473148,1.0
41,7,2,497,20.100000381469727,17.01964569091797,22.445358276367188,27.72811508178711,5.500703655157849,10.70846939086914,1.0
41,7,3,498,21.399999618530277,17.907886505126953,23.318506240844727,28.34665870666504,3.680667659864398,10.438772201538086,1.0
41,7,4,499,19.700000762939453,15.354411125183104,20.918758392333984,25.91584587097168,1.4853701592073776,10.561434745788576,1.0
41,7,5,500,15.699999809265137,11.848642349243164,17.393627166748047,22.53883934020996,2.868373626014545,10.690196990966797,1.0
41,8,1,496,20.399999618530277,13.902544975280762,19.903564453125,25.93235969543457,0.24644787345096472,12.029814720153809,1.0
41,8,2,497,25.200000762939453,16.734298706054688,22.553050994873047,28.26536750793457,7.006343074666802,11.531068801879883,1.0
41,8,3,498,26.399999618530277,18.78294563293457,23.93751335144043,30.152517318725582,6.063838615606091,11.369571685791012,1.0
41,8,4,499,23.600000381469727,17.227630615234375,22.471590042114254,28.55021858215332,1.2733098939643321,11.322587966918945,1.0
41,8,5,500,20.299999237060547,13.012533187866213,18.11689758300781,24.87750625610352,4.7659328319278,11.864973068237306,1.0
41,9,1,496,20.799999237060547,24.260297775268555,27.821577072143555,31.022235870361328,49.30255529412898,6.761938095092773,0.0
41,9,2,497,22.799999237060547,24.858503341674805,28.55558013916016,31.871944427490234,33.126711520613796,7.01344108581543,0.0
41,9,3,498,24.399999618530277,22.49060440063477,25.8457145690918,29.65605735778809,2.090091718277108,7.16545295715332,1.0
41,9,4,499,23.299999237060547,19.57497978210449,23.198524475097656,27.3261661529541,0.010297127315425314,7.751186370849613,1.0
41,9,5,500,20.799999237060547,16.77933120727539,20.59806060791016,24.74542999267578,0.04077920994313756,7.966098785400391,1.0
41,10,1,496,20.399999618530277,23.012109756469727,26.1505126953125,28.189151763916016,33.06840064624335,5.177042007446289,0.0
41,10,2,497,22.299999237060547,25.106809616088867,28.07221984863281,30.96564292907715,33.31853078865966,5.858833312988281,0.0
41,10,3,498,23.899999618530277,24.22672843933105,26.93424224853516,29.89574813842773,9.206628337738948,5.66901969909668,0.0
41,10,4,499,23.600000381469727,22.28968620300293,25.0839786529541,28.20001220703125,2.2021915102377534,5.91032600402832,1.0
41,10,5,500,22.600000381469727,20.61031723022461,23.8674430847168,27.56955337524414,1.6064110060142502,6.959236145019531,1.0
41,11,1,496,20.0,21.399059295654297,25.05415725708008,28.51152229309082,25.544505579295254,7.112462997436523,0.0
41,11,2,497,23.200000762939453,22.59244537353516,26.036874771118164,29.816877365112305,8.047854138279945,7.224431991577145,1.0
41,11,3,498,23.399999618530277,21.53456687927246,24.66703987121582,28.03277969360352,1.6053910019254454,6.498212814331058,1.0
41,11,4,499,22.799999237060547,20.472272872924805,23.203834533691406,27.23904037475586,0.16308294680493418,6.766767501831055,1.0
41,11,5,500,21.899999618530277,19.46072578430176,22.60901641845703,26.185609817504883,0.5027048225783751,6.7248840332031214,1.0
41,12,1,496,21.100000381469727,22.79158592224121,25.733612060546875,29.193744659423828,21.47035719248015,6.402158737182617,0.0
41,12,2,497,22.299999237060547,23.096067428588867,26.27583694458008,29.81998062133789,15.80728547653419,6.723913192749023,0.0
41,12,3,498,24.100000381469727,22.053936004638672,25.40658569335937,28.36966896057129,1.7071651772457606,6.315732955932617,1.0
41,12,4,499,23.5,20.231504440307617,23.7920036315918,27.169063568115234,0.08526612086279992,6.937559127807617,1.0
41,12,5,500,21.600000381469727,20.021076202392575,23.40483283996582,26.715723037719727,3.257420203241054,6.694646835327152,1.0
41,13,1,496,15.300000190734863,13.200250625610352,18.36505699157715,22.88128471374512,9.394573192389544,9.68103408813477,1.0
41,13,2,497,18.100000381469727,16.833362579345703,21.889135360717773,25.651721954345703,14.357543890961097,8.818359375,1.0
41,13,3,498,18.5,18.78193664550781,24.209985733032227,27.594690322875977,32.603937071431574,8.812753677368168,0.0
41,13,4,499,18.600000381469727,18.471134185791016,23.47321510314941,27.047365188598636,23.7482217235956,8.57623100280762,1.0
41,13,5,500,16.0,15.50149154663086,20.425521850585938,23.83944320678711,19.58524365001358,8.33795166015625,1.0
41,14,1,496,17.100000381469727,17.665225982666016,22.959796905517575,26.05876922607422,34.33721530324324,8.393543243408203,0.0
41,14,2,497,17.100000381469727,20.71685791015625,26.866436004638672,29.71196937561035,95.38326478150339,8.995111465454102,0.0
41,14,3,498,19.200000762939453,20.969032287597656,27.417142868041992,29.793975830078125,67.52142437544899,8.824943542480469,0.0
41,14,4,499,18.700000762939453,18.65516471862793,23.759017944335938,27.01778030395508,25.59365484166483,8.362615585327152,1.0
41,14,5,500,17.700000762939453,15.365829467773438,20.383642196655277,25.000526428222656,7.201931344756322,9.634696960449219,1.0
41,15,1,496,17.200000762939453,19.303157806396484,22.870262145996094,26.9654541015625,32.15186415218341,7.662296295166016,0.0
41,15,2,497,18.399999618530277,20.221569061279297,23.373313903808597,27.90799331665039,24.73385498015341,7.686424255371094,0.0
41,15,3,498,19.100000381469727,19.357955932617188,22.83575439453125,27.69449615478516,13.955858046105277,8.336540222167972,0.0
41,15,4,499,18.799999237060547,16.317270278930664,20.11481285095215,24.33156394958496,1.7287348392746935,8.014293670654297,1.0
41,15,5,500,18.100000381469727,14.345990180969238,18.78815269470215,22.82695770263672,0.47355360620713327,8.48096752166748,1.0
41,16,1,496,19.200000762939453,22.56003761291504,25.66590118408203,29.39901351928711,41.80786825613177,6.83897590637207,0.0
41,16,2,497,21.299999237060547,23.550716400146484,26.129173278808597,30.670507431030277,23.320921925493202,7.119791030883793,0.0
41,16,3,498,22.899999618530277,22.560565948486328,25.869384765625,29.264440536499023,8.81724815178675,6.703874588012695,1.0
41,16,4,499,22.799999237060547,21.94633674621582,25.214675903320312,27.823650360107425,5.8306634025793755,5.877313613891605,1.0
41,16,5,500,21.0,20.95387840270996,23.61171531677246,25.909942626953125,6.821056895863876,4.956064224243164,1.0
41,17,1,496,16.799999237060547,15.828949928283691,20.68383407592773,24.361181259155277,15.084173055598484,8.532231330871586,1.0
41,17,2,497,17.899999618530273,19.542888641357425,24.72639274597168,28.277816772460938,46.59964313037926,8.734928131103512,0.0
41,17,3,498,18.399999618530277,20.80812644958496,25.513113021850582,29.2119197845459,50.59638228849498,8.403793334960938,0.0
41,17,4,499,17.100000381469727,18.520322799682617,23.136402130126957,26.70313835144043,36.438146071192065,8.182815551757812,0.0
41,17,5,500,15.899999618530272,16.275293350219727,21.07071876525879,24.94744110107422,26.736336494344886,8.672147750854492,0.0
41,18,1,496,17.399999618530273,13.83187198638916,18.299406051635746,23.143709182739254,0.8089319319115085,9.311837196350094,1.0
41,18,2,497,19.0,14.802005767822266,19.34402084350586,24.710390090942383,0.11835034076648299,9.908384323120117,1.0
41,18,3,498,19.100000381469727,15.168910026550291,19.57740592956543,24.71902847290039,0.2279160573525587,9.5501184463501,1.0
41,18,4,499,17.399999618530273,12.373308181762695,16.752132415771484,21.68528938293457,0.4197319124104979,9.311981201171875,1.0
41,18,5,500,16.899999618530273,11.483635902404783,15.764327049255373,20.110137939453125,1.2897521846034539,8.626502037048342,1.0
41,19,1,496,18.600000381469727,17.8209228515625,22.90505027770996,27.20425796508789,18.533454609118053,9.38333511352539,1.0
41,19,2,497,19.399999618530277,18.72860145568848,23.25937843322754,27.63296890258789,14.894804835334044,8.90436744689941,1.0
41,19,3,498,18.399999618530277,18.767885208129883,23.6313533782959,26.901084899902344,27.367062159813905,8.133199691772461,0.0
41,19,4,499,18.299999237060547,17.088542938232422,22.266157150268555,25.88565826416016,15.7304085925025,8.797115325927738,1.0
41,19,5,500,18.0,15.010102272033691,20.313365936279297,24.183292388916016,5.351661955137388,9.173190116882324,1.0
41,20,1,496,19.600000381469727,13.521857261657717,17.767684936523438,22.29301071166992,3.3573798897887173,8.771153450012202,1.0
41,20,2,497,22.200000762939453,17.091773986816406,20.933372497558597,25.296260833740234,1.6043471626617156,8.204486846923828,1.0
41,20,3,498,23.799999237060547,16.860610961914062,19.921520233154297,26.200851440429688,15.042599383741617,9.340240478515625,1.0
41,20,4,499,19.0,13.834674835205078,17.64361572265625,22.569171905517575,1.839778307825327,8.734497070312496,1.0
41,20,5,500,13.300000190734863,11.396191596984863,15.12510871887207,18.33485412597656,3.3310211394791622,6.938662528991696,1.0
41,21,1,496,22.200000762939453,17.6696834564209,21.188152313232425,25.27932548522949,1.0238372851745154,7.60964202880859,1.0
41,21,2,497,26.299999237060547,19.262672424316406,23.782888412475582,27.85407829284668,6.3358469032428,8.591405868530273,1.0
41,21,3,498,28.399999618530277,20.71756362915039,24.860769271850582,28.62923240661621,12.52615144685847,7.91166877746582,1.0
41,21,4,499,25.600000381469727,18.963815689086918,22.823999404907227,26.641292572021484,7.706181421875954,7.677476882934567,1.0
41,21,5,500,22.299999237060547,17.13836097717285,20.70148468017578,24.16840171813965,2.5552487885724986,7.030040740966797,1.0
41,22,1,496,19.100000381469727,16.697284698486328,20.87527084350586,25.555086135864254,3.1515852133779845,8.857801437377926,1.0
41,22,2,497,23.5,20.007129669189453,24.1363525390625,28.59285926818848,0.4049445539712906,8.585729598999027,1.0
41,22,3,498,24.0,20.942232131958008,25.30551528930664,29.06987953186035,1.7043701706134016,8.127647399902344,1.0
41,22,4,499,21.299999237060547,17.452606201171875,21.81601333618164,25.13838768005371,0.26627055049175397,7.685781478881836,1.0
41,22,5,500,15.399999618530272,13.743535995483398,18.291826248168945,21.0427360534668,8.362661255887371,7.299200057983402,1.0
41,23,1,496,16.0,17.1558895111084,21.59402084350586,25.54747009277344,31.293069197578006,8.391580581665043,0.0
41,23,2,497,23.0,21.06128692626953,25.320152282714844,29.328012466430664,5.3831066149869,8.266725540161133,1.0
41,23,3,498,25.100000381469727,20.49029922485352,24.51145362854004,27.971923828125,0.3463872803840786,7.481624603271481,1.0
41,23,4,499,19.899999618530277,16.2131404876709,19.502710342407227,23.45536994934082,0.15783876892237741,7.242229461669922,1.0
41,23,5,500,15.199999809265137,13.637550354003906,16.779769897460938,20.81018447875977,2.495673531558168,7.172634124755863,1.0
41,24,1,496,20.100000381469727,18.93561172485352,24.057836532592773,28.175460815429688,15.664466999136494,9.239849090576168,1.0
41,24,2,497,26.299999237060547,18.07253837585449,23.39304542541504,28.146394729614254,8.450380463040347,10.073856353759766,1.0
41,24,3,498,28.200000762939453,17.507431030273438,22.679962158203125,26.87778091430664,30.470826197779388,9.370349884033203,0.0
41,24,4,499,25.5,15.486345291137695,20.99397850036621,25.04365539550781,20.30422975516194,9.557310104370114,0.0
41,24,5,500,18.200000762939453,15.09290599822998,19.64114761352539,22.995838165283203,2.0769042449537665,7.902932167053223,1.0
41,25,1,496,21.899999618530277,17.628173828125,22.98274803161621,25.022296905517575,1.1723441260401082,7.394123077392575,1.0
41,25,2,497,25.5,17.061359405517578,23.26171112060547,26.10810089111328,5.0099371076212265,9.046741485595703,1.0
41,25,3,498,26.899999618530277,16.33538246154785,22.226852416992188,26.201074600219727,21.838304767243276,9.865692138671875,0.0
41,25,4,499,25.200000762939453,17.30933380126953,21.56290435791016,25.97821807861328,13.228470259477008,8.66888427734375,1.0
41,25,5,500,19.899999618530277,17.2418155670166,21.554000854492188,25.507787704467773,2.7357200885635278,8.265972137451172,1.0
41,26,1,496,22.600000381469727,22.12261962890625,24.82229423522949,28.47698974609375,4.938589972458415,6.3543701171875,1.0
41,26,2,497,23.799999237060547,23.34571075439453,25.530309677124023,29.015552520751957,2.993974218992662,5.669841766357425,1.0
41,26,3,498,25.0,21.73278045654297,24.08660697937012,27.007404327392575,0.8342868101353751,5.274623870849606,1.0
41,26,4,499,26.100000381469727,20.7119255065918,23.034120559692383,25.9427433013916,9.399619081581477,5.230817794799801,0.0
41,26,5,500,19.100000381469727,19.84550094604492,22.489688873291016,25.56245422363281,11.489988071585685,5.716953277587891,0.0
41,27,1,496,22.100000381469727,20.943016052246094,25.45488739013672,27.60257339477539,11.255266840922559,6.659557342529297,1.0
41,27,2,497,25.5,22.051687240600582,26.63545608520508,28.715845108032227,1.2892605214292496,6.664157867431644,1.0
41,27,3,498,27.100000381469727,19.92029190063477,24.67405128479004,26.657915115356445,5.885229019680992,6.737623214721676,0.0
41,27,4,499,25.899999618530277,18.38966560363769,23.042688369750977,25.5900936126709,8.164227572400724,7.200428009033207,0.0
41,27,5,500,20.200000762939453,17.341629028320312,22.170902252197266,25.10948181152344,3.884452680358663,7.7678527832031286,1.0
41,28,1,496,22.200000762939453,21.682048797607425,25.33131599426269,27.5378475189209,9.805135077916907,5.855798721313473,1.0
41,28,2,497,25.600000381469727,23.34699058532715,26.188980102539062,28.68313407897949,0.34689711183091276,5.33614349365234,1.0
41,28,3,498,26.799999237060547,23.054563522338867,25.72739791870117,27.91112327575684,1.1504735881462769,4.856559753417972,1.0
41,28,4,499,25.899999618530277,21.350292205810547,24.190410614013672,26.477783203125,2.9226945643640767,5.127490997314453,1.0
41,28,5,500,22.799999237060547,20.593563079833984,23.862455368041992,25.705087661743164,1.128813030260062,5.11152458190918,1.0
41,29,1,496,22.700000762939453,24.555400848388672,26.71795463562012,29.55223274230957,16.143953322989574,4.996831893920898,0.0
41,29,2,497,24.799999237060547,26.099931716918945,28.108970642089844,31.15890121459961,10.949291759301559,5.058969497680664,0.0
41,29,3,498,26.5,25.215282440185547,27.370275497436523,30.761138916015625,0.7573794414383883,5.545856475830078,1.0
41,29,4,499,25.100000381469727,24.0350399017334,26.4786319732666,29.205949783325195,1.9006250659003854,5.170909881591797,1.0
41,29,5,500,21.100000381469727,22.742713928222656,25.8465633392334,28.66063499450684,22.529859912014217,5.917921066284183,0.0
41,30,1,496,21.799999237060547,21.488964080810547,24.111553192138672,27.1064510345459,5.343281687237322,5.617486953735352,1.0
41,30,2,497,21.100000381469727,22.027223587036133,24.587574005126957,27.579256057739254,12.163169780429623,5.5520324707031214,0.0
41,30,3,498,23.5,21.717531204223636,24.366662979125977,27.257707595825195,0.7511047193875129,5.540176391601559,1.0
41,30,4,499,22.299999237060547,20.23489189147949,23.05668258666992,25.665700912475582,0.5725696915760583,5.430809020996094,1.0
41,30,5,500,22.200000762939453,19.69677352905273,22.7216796875,25.08779525756836,0.27214890033064876,5.3910217285156286,1.0
41,31,1,496,21.5,23.089580535888672,26.121967315673828,28.639240264892575,21.362581867157132,5.549659729003903,0.0
41,31,2,497,23.299999237060547,23.511945724487305,27.109834671020508,29.66508102416992,14.514846033856884,6.153135299682614,0.0
41,31,3,498,23.899999618530277,21.95986557006836,25.0687255859375,27.708202362060547,1.3659203868919494,5.7483367919921875,1.0
41,31,4,499,23.899999618530277,21.465763092041016,24.391860961914062,26.822938919067383,0.24192758111530216,5.357175827026367,1.0
41,31,5,500,21.600000381469727,20.810291290283203,23.97547912597656,26.43742561340332,5.642899265603757,5.627134323120117,1.0
41,32,1,496,24.0,24.99082565307617,27.53675079345703,30.377185821533203,12.50860617501894,5.386360168457035,0.0
41,32,2,497,24.799999237060547,26.57738304138184,28.78165435791016,31.98534393310547,15.853577501387946,5.407960891723629,0.0
41,32,3,498,23.5,25.42735481262207,28.061391830444336,30.878353118896484,20.80629543084433,5.450998306274414,0.0
41,32,4,499,23.700000762939453,23.356517791748047,26.12677383422852,29.16210556030273,5.889227539533766,5.805587768554684,1.0
41,32,5,500,22.0,21.576587677001957,24.09883499145508,27.64828491210937,4.405108321356253,6.071697235107415,1.0
41,33,1,496,22.100000381469727,24.31260871887207,26.538894653320312,29.95862579345703,19.703782356667944,5.646017074584961,0.0
41,33,2,497,21.600000381469727,24.5965576171875,27.046480178833008,30.331151962280277,29.66414218308637,5.734594345092777,0.0
41,33,3,498,23.0,23.209606170654297,24.948610305786133,28.606727600097656,3.797082123815926,5.397121429443359,0.0
41,33,4,499,21.899999618530277,23.25010681152344,25.270244598388672,28.70339012145996,11.358551224260713,5.45328330993652,0.0
41,33,5,500,20.5,23.16359519958496,25.36097717285156,28.150840759277344,23.629099074983934,4.987245559692383,0.0
41,34,1,496,18.200000762939453,21.67194366455078,24.32710647583008,26.686525344848636,37.54142441693698,5.014581680297855,0.0
41,34,2,497,18.399999618530277,22.232580184936523,24.754444122314453,27.554630279541016,40.37896495167293,5.322050094604492,0.0
41,34,3,498,18.299999237060547,21.90802001953125,24.307891845703125,26.60712242126465,36.09477359698212,4.699102401733398,0.0
41,34,4,499,18.299999237060547,20.016063690185547,22.479774475097656,24.866012573242188,17.470521040508174,4.849948883056641,0.0
41,34,5,500,18.899999618530277,19.028053283691406,21.779687881469727,23.80337142944336,8.292604491711224,4.775318145751953,0.0
41,35,1,496,21.899999618530277,23.104610443115234,25.433326721191406,29.873580932617188,12.48440041439969,6.768970489501953,0.0
41,35,2,497,22.600000381469727,23.79311752319336,26.520565032958984,30.59463882446289,15.370827186507086,6.801521301269531,0.0
41,35,3,498,21.799999237060547,23.53179931640625,26.45948600769043,30.07691764831543,21.710816965674894,6.54511833190918,0.0
41,35,4,499,21.600000381469727,22.45217704772949,25.062837600708008,29.104799270629883,11.991241606941912,6.652622222900394,0.0
41,35,5,500,21.299999237060547,20.639450073242188,24.033334732055664,27.90608787536621,7.471122928200202,7.266637802124023,1.0
41,36,1,496,22.700000762939453,24.520278930664062,26.762540817260746,31.386098861694336,16.50423169296485,6.865819931030273,0.0
41,36,2,497,22.600000381469727,25.23761367797852,27.51630210876465,31.54181861877441,24.170022673803032,6.304204940795891,0.0
41,36,3,498,23.0,24.402597427368164,26.94363594055176,30.940654754638672,15.552264431611576,6.538057327270508,0.0
41,36,4,499,21.799999237060547,23.387371063232425,25.58052062988281,29.68153953552246,14.292342001586777,6.2941684722900355,0.0
41,36,5,500,20.799999237060547,21.981346130371094,24.64634132385254,28.32576942443848,14.794347448627377,6.344423294067386,0.0
41,37,1,496,23.899999618530277,23.61266326904297,26.782176971435547,29.483470916748047,8.306946293600028,5.870807647705078,1.0
41,37,2,497,23.899999618530277,23.944971084594727,27.524585723876957,30.038902282714844,13.137624435072212,6.093931198120117,0.0
41,37,3,498,24.399999618530277,24.016576766967773,26.802539825439453,29.7634220123291,5.772199445815187,5.746845245361328,1.0
41,37,4,499,24.100000381469727,22.492733001708984,25.118087768554688,28.65375328063965,1.036501927741483,6.161020278930664,1.0
41,37,5,500,21.899999618530277,21.568130493164062,24.421463012695312,27.753135681152344,6.357777648114261,6.185005187988281,1.0
41,38,1,496,2.700000047683716,3.740180969238281,7.703920364379883,12.239035606384276,25.039218535844668,8.498854637145994,0.0
41,38,2,497,7.199999809265137,5.695760726928711,9.058467864990234,14.619117736816406,3.4539035141506247,8.923357009887695,1.0
41,38,3,498,11.5,6.640485763549805,9.964883804321287,15.424342155456545,2.3565817342350837,8.78385639190674,1.0
41,38,4,499,13.699999809265137,6.9350433349609375,10.74724006652832,15.369624137878418,8.71879009832719,8.43458080291748,1.0
41,38,5,500,10.899999618530272,5.115104675292969,10.347719192504885,14.353984832763672,0.305013668970783,9.238880157470703,1.0
41,39,1,496,5.400000095367432,4.177282333374023,9.34931182861328,13.735776901245115,15.597063166353323,9.558494567871092,1.0
41,39,2,497,9.300000190734863,6.5633392333984375,11.284567832946776,16.672630310058594,3.9385087265145486,10.109291076660156,1.0
41,39,3,498,11.199999809265137,8.139822006225586,13.3434476852417,17.52104949951172,4.594368797028437,9.381227493286133,1.0
41,39,4,499,12.199999809265137,6.637262344360352,11.999629974365234,16.43807029724121,0.04014807073781412,9.80080795288086,1.0
41,39,5,500,7.900000095367432,5.206108093261719,10.441086769104004,14.833763122558594,6.457121483441597,9.627655029296875,1.0
41,40,1,496,22.0,19.38607406616211,24.126209259033203,29.16888999938965,4.520765813198523,9.782815933227539,1.0
41,40,2,497,23.899999618530277,21.2437686920166,26.017414093017575,31.392578125,4.4834440567683185,10.148809432983398,1.0
41,40,3,498,26.299999237060547,21.47171974182129,26.838436126708984,31.376689910888672,0.28991428413428366,9.904970169067383,1.0
41,40,4,499,25.899999618530277,20.1586856842041,24.562105178833008,28.72613525390625,1.7899615317728699,8.567449569702148,1.0
41,40,5,500,23.399999618530277,18.329025268554688,22.64619445800781,26.763132095336918,0.5682222200303038,8.43410682678223,1.0
41,41,1,496,20.200000762939453,19.823650360107425,24.28952980041504,29.06045913696289,16.724247748355992,9.236808776855465,1.0
41,41,2,497,24.5,22.76042938232422,27.79553604125977,32.406715393066406,10.86055779924211,9.646286010742188,1.0
41,41,3,498,24.100000381469727,23.947559356689453,28.89810562133789,33.75623321533203,23.021813892850332,9.808673858642578,1.0
41,41,4,499,22.5,22.15879821777344,26.4931697845459,31.685497283935547,15.945404928210337,9.526699066162106,1.0
41,41,5,500,20.399999618530277,18.9122314453125,23.127418518066406,28.54247283935547,7.43881385354687,9.630241394042969,1.0
41,42,1,496,22.5,19.551483154296875,22.8282413482666,28.49063491821289,0.10774238271187642,8.939151763916016,1.0
41,42,2,497,28.899999618530277,23.25147247314453,27.24671745300293,32.80308532714844,2.733341918850795,9.551612854003906,1.0
41,42,3,498,28.600000381469727,25.324331283569336,29.19938850402832,34.08406066894531,0.3592661214643158,8.759729385375977,1.0
41,42,4,499,24.899999618530277,22.3509578704834,26.39452743530273,31.36813735961914,2.2336133951066373,9.017179489135742,1.0
41,42,5,500,23.600000381469727,17.649391174316406,22.69073486328125,27.62314224243164,0.8267637825665588,9.973751068115234,1.0
41,43,1,496,16.799999237060547,14.05995750427246,17.129554748535156,21.828266143798828,0.10860683514329139,7.768308639526369,1.0
41,43,2,497,18.799999237060547,18.71448516845703,22.4444637298584,25.90117835998535,13.282121439264301,7.18669319152832,1.0
41,43,3,498,19.700000762939453,20.543312072753903,24.64490127563477,27.165210723876957,24.4520410804544,6.621898651123054,0.0
41,43,4,499,20.299999237060547,19.8397216796875,24.752450942993164,27.467283248901367,19.824326193662273,7.627561569213867,1.0
41,43,5,500,17.799999237060547,16.462865829467773,21.04029083251953,24.73318862915039,10.49948962360213,8.270322799682617,1.0
41,44,1,496,19.200000762939453,16.275659561157227,20.788965225219727,25.60247039794922,2.5248080623896385,9.326810836791992,1.0
41,44,2,497,19.899999618530277,17.715816497802734,22.27788734436035,27.07152366638184,5.654350036653324,9.355707168579105,1.0
41,44,3,498,20.200000762939453,18.23402976989746,23.34569549560547,28.08129501342773,9.895395351122716,9.84726524353027,1.0
41,44,4,499,19.5,17.15546417236328,23.421236038208008,26.767454147338867,15.376092067341233,9.611989974975586,1.0
41,44,5,500,19.0,15.757667541503906,22.078929901123047,24.79228782653809,9.479809336029575,9.034620285034183,1.0
41,45,1,496,21.0,18.318931579589844,23.280160903930664,26.559722900390625,5.199133747813903,8.240791320800781,1.0
41,45,2,497,22.399999618530277,20.49542999267578,24.229774475097656,27.35428810119629,3.3480760257261735,6.858858108520508,1.0
41,45,3,498,21.399999618530277,20.61927032470703,24.758331298828125,27.39558982849121,11.278391674892168,6.77631950378418,1.0
41,45,4,499,20.399999618530277,18.66671371459961,23.446420669555664,26.69940185546875,9.280681220130624,8.03268814086914,1.0
41,45,5,500,19.799999237060547,17.01416778564453,22.586544036865234,25.49950218200684,7.764831921318546,8.485334396362308,1.0
41,46,1,496,21.5,18.71204376220703,24.42587661743164,27.321514129638672,8.56075398043322,8.60947036743164,1.0
41,46,2,497,22.399999618530277,20.10734748840332,25.199125289916992,28.26919937133789,7.8351045242161295,8.16185188293457,1.0
41,46,3,498,22.100000381469727,19.116918563842773,23.794862747192383,27.18295669555664,2.872558438742999,8.066038131713867,1.0
