seed,heldout_local,lead,truth,q05,q50,q95
41,34,76,21.899999618530273,16.041919708251953,22.66964340209961,30.698213577270508
41,34,77,21.299999237060547,16.450109481811523,22.567068099975586,30.423782348632812
41,34,78,17.299999237060547,16.583572387695312,22.554014205932617,29.947898864746094
41,34,79,13.600000381469727,17.152708053588867,22.039085388183594,29.207439422607422
41,34,80,10.399999618530273,15.110918045043945,21.47812843322754,29.355241775512695
41,34,81,7.599999904632568,17.001617431640625,22.78673553466797,30.610103607177734
41,34,82,11.399999618530273,17.457712173461914,22.724950790405273,30.546693801879883
41,34,83,18.399999618530273,17.37287139892578,23.045284271240234,30.40851593017578
41,34,84,21.200000762939453,16.72780990600586,23.245372772216797,31.00135040283203
41,34,85,21.0,17.744247436523438,23.000825881958008,31.286741256713867
41,34,86,16.200000762939453,17.765485763549805,22.30249786376953,30.312549591064453
41,34,87,12.800000190734863,18.09765625,22.039426803588867,29.503231048583984
41,34,88,9.699999809265137,16.804445266723633,21.405820846557617,29.481170654296875
41,34,89,7.699999809265137,17.403945922851562,21.679943084716797,28.958232879638672
41,34,90,10.300000190734863,17.93195152282715,22.13262176513672,29.894893646240234
41,34,91,18.0,18.405536651611328,23.090576171875,30.052053451538086
41,34,92,20.899999618530273,18.972087860107422,22.636463165283203,30.13196563720703
41,34,93,21.600000381469727,18.544445037841797,22.282058715820312,29.640079498291016
41,34,94,15.399999618530273,17.98108673095703,21.77753448486328,29.388511657714844
41,34,95,13.199999809265137,17.1053466796875,20.958276748657227,28.823184967041016
41,34,96,11.800000190734863,15.769430160522461,20.493295669555664,27.91437530517578
41,34,97,9.199999809265137,16.1165771484375,21.235225677490234,27.981853485107422
41,34,98,11.0,18.481170654296875,22.496326446533203,29.955289840698242
41,34,99,16.899999618530273,18.787946701049805,23.448890686035156,30.73293113708496
41,34,100,18.899999618530273,18.55657958984375,23.38636589050293,31.172462463378906
41,34,101,20.100000381469727,18.19062042236328,23.20194435119629,30.887643814086914
41,34,102,16.100000381469727,16.44677734375,22.819522857666016,30.060039520263672
41,34,103,11.100000381469727,17.9097900390625,23.132104873657227,30.67099952697754
41,34,104,7.300000190734863,18.823287963867188,23.275835037231445,31.653339385986328
41,34,105,5.900000095367432,20.144554138183594,23.4294376373291,31.87006378173828
41,34,106,8.300000190734863,20.363197326660156,23.850963592529297,31.673309326171875
41,34,107,17.5,20.93158531188965,24.361867904663086,31.981901168823242
41,34,108,17.600000381469727,20.18060874938965,24.95073127746582,32.48858642578125
41,34,109,19.799999237060547,19.589468002319336,25.052812576293945,32.88475036621094
41,34,110,14.899999618530273,19.826574325561523,24.691308975219727,32.68351745605469
41,34,111,13.899999618530273,18.922460556030273,24.294635772705078,31.736238479614258
41,34,112,10.300000190734863,18.36918830871582,24.645055770874023,32.15287780761719
41,34,113,7.400000095367432,18.04891014099121,24.192913055419922,31.5031795501709
41,34,114,9.699999809265137,20.97990608215332,24.734451293945312,31.598299026489258
41,34,115,16.899999618530273,20.240367889404297,24.64086151123047,31.983264923095703
41,34,116,20.200000762939453,19.464561462402344,24.383800506591797,32.045745849609375
41,34,117,20.799999237060547,19.624271392822266,24.42535400390625,32.19508361816406
41,34,118,15.399999618530273,17.964859008789062,23.98719024658203,31.70410919189453
41,34,119,13.699999809265137,18.652023315429688,24.21442222595215,31.69725799560547
41,34,120,10.699999809265137,17.957698822021484,23.956411361694336,31.04001235961914
41,34,121,7.199999809265137,15.824119567871094,23.47445297241211,30.80679702758789
41,34,122,9.899999618530273,17.525554656982422,23.74517822265625,30.433687210083008
41,34,123,18.200000762939453,17.395858764648438,23.528568267822266,31.14804458618164
41,34,124,20.700000762939453,17.0434627532959,23.43863296508789,30.820232391357422
41,34,125,21.100000381469727,15.898015022277832,23.274188995361328,30.876453399658203
41,34,126,15.899999618530273,15.181192398071289,22.65465545654297,29.629819869995117
41,34,127,12.600000381469727,14.902091979980469,21.95145034790039,29.50220489501953
41,34,128,9.399999618530273,14.726622581481934,21.9532527923584,29.852813720703125
41,34,129,9.5,15.542119979858398,23.15058135986328,29.98126220703125
41,34,130,12.399999618530273,17.53912925720215,24.543428421020508,31.216371536254883
41,34,131,16.600000381469727,18.386722564697266,25.570144653320312,32.96819305419922
41,34,132,14.600000381469727,18.567811965942383,24.88155174255371,32.119449615478516
41,34,133,16.5,18.411985397338867,23.970922470092773,32.004638671875
41,34,134,13.5,17.880924224853516,23.02923011779785,30.65422821044922
41,34,135,9.399999618530273,18.934846878051758,22.825002670288086,30.612930297851562
41,34,136,8.699999809265137,20.101455688476562,23.502513885498047,30.30078887939453
41,34,137,5.5,20.450828552246094,24.10822296142578,31.30398941040039
41,34,138,9.399999618530273,20.350818634033203,25.050416946411133,33.15650177001953
41,34,139,18.200000762939453,20.022335052490234,25.118520736694336,32.8111572265625
41,34,140,21.299999237060547,19.532772064208984,24.517797470092773,31.657459259033203
41,34,141,19.0,18.87487030029297,24.04653549194336,32.21803283691406
41,34,142,12.399999618530273,17.93452262878418,23.165882110595703,31.01187515258789
41,34,143,11.0,17.047733306884766,22.034067153930664,29.76078987121582
41,34,144,8.899999618530273,17.236093521118164,21.8627986907959,29.47852897644043
41,34,145,4.099999904632568,17.560714721679688,22.19617462158203,29.633136749267578
41,34,146,8.399999618530273,19.487939834594727,22.622880935668945,30.079059600830078
41,34,147,16.399999618530273,19.17641258239746,22.95220184326172,30.322134017944336
41,34,148,19.700000762939453,18.58397674560547,22.595191955566406,29.695552825927734
41,34,149,21.399999618530273,16.77743148803711,22.103483200073242,29.99672508239746
41,34,150,17.299999237060547,16.44134521484375,22.095905303955078,30.240909576416016
41,37,1,11.800000190734863,16.917205810546875,21.01727294921875,26.737075805664062
41,37,2,19.399999618530273,14.04039478302002,18.894216537475586,23.86115074157715
41,37,3,23.299999237060547,15.50621223449707,19.548051834106445,24.687414169311523
41,37,4,25.200000762939453,18.198040008544922,22.727073669433594,27.905994415283203
41,37,5,22.600000381469727,20.219017028808594,25.16672706604004,31.060007095336914
41,37,6,17.700000762939453,21.957448959350586,26.817407608032227,32.46112060546875
41,37,7,14.800000190734863,21.760906219482422,26.23583984375,32.579017639160156
41,37,8,12.699999809265137,19.57301139831543,24.923002243041992,30.815536499023438
41,37,9,11.800000190734863,16.824098587036133,23.766000747680664,28.148818969726562
41,37,10,20.100000381469727,14.875636100769043,22.37911033630371,27.24593162536621
41,37,11,25.0,16.592178344726562,22.23688507080078,27.544780731201172
41,37,12,26.100000381469727,17.80463218688965,23.106657028198242,29.868621826171875
41,37,13,26.700000762939453,18.321678161621094,24.270780563354492,30.912052154541016
41,37,14,23.399999618530273,18.876583099365234,24.511281967163086,30.263744354248047
41,37,15,18.700000762939453,18.7055606842041,24.311725616455078,30.4095401763916
41,37,16,14.600000381469727,17.073246002197266,23.601057052612305,29.90218734741211
41,37,17,13.300000190734863,17.170124053955078,23.452560424804688,29.143695831298828
41,37,18,19.700000762939453,15.292183876037598,22.73887062072754,28.494319915771484
41,37,19,23.0,15.944007873535156,23.44854736328125,29.8665714263916
41,37,20,25.600000381469727,17.094158172607422,24.4589786529541,31.0968017578125
41,37,21,25.700000762939453,18.014606475830078,25.766469955444336,32.182865142822266
41,37,22,22.200000762939453,19.65311050415039,26.806793212890625,32.312049865722656
41,37,23,18.100000381469727,20.137853622436523,26.777162551879883,32.48131561279297
41,37,24,15.100000381469727,19.4115047454834,26.441650390625,33.04856872558594
41,37,25,13.899999618530273,16.605731964111328,24.076955795288086,29.675827026367188
41,37,26,19.200000762939453,13.652199745178223,21.843210220336914,27.623136520385742
41,37,27,22.899999618530273,13.542410850524902,20.77872085571289,26.708118438720703
41,37,28,26.399999618530273,15.476646423339844,22.47853660583496,28.560894012451172
41,37,29,27.200000762939453,17.880523681640625,24.308670043945312,30.719030380249023
41,37,30,22.700000762939453,21.524938583374023,26.54735565185547,32.73489761352539
41,37,31,17.899999618530273,22.299165725708008,26.30207633972168,32.76582717895508
41,37,32,17.899999618530273,21.322221755981445,24.897197723388672,31.31342315673828
41,37,33,18.399999618530273,19.070560455322266,22.984664916992188,28.75252914428711
41,37,34,19.5,17.895952224731445,22.409116744995117,28.23921775817871
41,37,35,22.200000762939453,19.816627502441406,23.472991943359375,28.898908615112305
41,37,36,23.899999618530273,22.15427017211914,25.67428970336914,31.886964797973633
41,37,37,19.700000762939453,22.6224365234375,26.44384002685547,32.04386901855469
41,37,38,15.199999809265137,23.244855880737305,27.21369171142578,33.03611373901367
41,37,39,14.199999809265137,24.58103370666504,27.818267822265625,33.355247497558594
41,37,40,14.5,23.940921783447266,27.196056365966797,32.39739990234375
41,37,41,15.800000190734863,22.936508178710938,25.960542678833008,31.075504302978516
41,37,42,16.100000381469727,20.95669174194336,24.203306198120117,29.43297576904297
41,37,43,14.899999618530273,19.107608795166016,23.020483016967773,28.587156295776367
41,37,44,16.899999618530273,19.152795791625977,23.55868911743164,29.770614624023438
41,37,45,17.399999618530273,20.82818031311035,24.855093002319336,30.85013198852539
41,37,46,16.5,23.06759262084961,26.376680374145508,32.23656463623047
41,37,47,15.899999618530273,24.015033721923828,26.581531524658203,32.644561767578125
41,37,48,14.300000190734863,21.614835739135742,25.446624755859375,31.689979553222656
41,37,49,12.399999618530273,17.780704498291016,22.563261032104492,28.42621421813965
41,37,50,18.700000762939453,15.424100875854492,20.511356353759766,26.226110458374023
41,37,51,23.399999618530273,14.747295379638672,19.94209098815918,25.686931610107422
41,37,52,22.899999618530273,15.5623779296875,21.369016647338867,27.031999588012695
41,37,53,21.700000762939453,17.300457000732422,23.55365753173828,30.481630325317383
41,37,54,19.899999618530273,20.02923011779785,25.672725677490234,31.774688720703125
41,37,55,15.699999809265137,21.630754470825195,26.21959686279297,32.52647018432617
41,37,56,14.100000381469727,20.121885299682617,25.604097366333008,32.71197509765625
41,37,57,13.0,17.501113891601562,22.92186737060547,28.858896255493164
41,37,58,17.0,15.875467300415039,21.346670150756836,26.654775619506836
41,37,59,21.799999237060547,17.0635929107666,23.09481430053711,28.483150482177734
41,37,60,23.5,20.477399826049805,25.83829116821289,31.874820709228516
41,37,61,23.899999618530273,23.633255004882812,28.53569221496582,34.47063446044922
41,37,62,20.799999237060547,26.426406860351562,30.336040496826172,36.24747848510742
41,37,63,20.100000381469727,25.204030990600586,29.308670043945312,35.45375061035156
41,37,64,18.0,23.550018310546875,27.180492401123047,33.28315734863281
41,37,65,16.799999237060547,21.68691062927246,24.968706130981445,31.35865592956543
41,37,66,14.199999809265137,19.8902587890625,23.841936111450195,29.583084106445312
41,37,67,15.899999618530273,20.042245864868164,24.631383895874023,30.61630630493164
41,37,68,18.200000762939453,23.28646469116211,26.721155166625977,32.92266845703125
41,37,69,22.0,26.418474197387695,29.08506965637207,35.186981201171875
41,37,70,15.600000381469727,26.945938110351562,29.889507293701172,36.19178771972656
41,37,71,13.600000381469727,27.011735916137695,29.46411895751953,35.51885223388672
41,37,72,13.100000381469727,25.212997436523438,28.98711395263672,35.07670974731445
41,37,73,13.699999809265137,23.213090896606445,27.413127899169922,32.94819259643555
41,37,74,16.700000762939453,20.395092010498047,25.91992950439453,31.371448516845703
