scenario,target,space_split,n_train_space,n_unobs_space,n_target_space,model,alpha_obs,lambda_unobs,row_type,seed,RMSE,MSE,MAE,R2
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,0.5,1.5,seed,42,6.300621,39.697831,4.741943,-0.312159
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,0.5,1.5,seed,43,10.074017,101.485823,5.825582,-2.405855
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,0.5,1.5,seed,44,7.696144,59.230633,4.926167,-1.045391
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,0.5,1.5,seed,45,8.175207,66.834013,5.081156,-1.21433
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,0.5,1.5,mean_std,mean +/- std,8.361678 +/- 1.349037,71.737568 +/- 22.271683,5.314867 +/- 0.502689,-1.412039 +/- 0.751052
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,0.5,2,seed,41,5.580047,31.13693,4.284245,-0.049638
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,0.5,2,seed,42,7.561494,57.176188,5.486582,-0.889882
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,0.5,2,seed,43,5.831243,34.003396,4.448109,-0.141151
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,0.5,2,seed,44,8.393635,70.453107,5.151673,-1.432933
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,0.5,2,seed,45,5.600477,31.365337,4.290232,-0.03919
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,0.5,2,mean_std,mean +/- std,6.593379 +/- 1.163762,44.826991 +/- 16.093381,4.732168 +/- 0.494319,-0.510559 +/- 0.559600
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1,0.5,seed,41,5.120546,26.219993,3.929351,0.116114
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1,0.5,seed,42,5.119569,26.209988,3.936675,0.133664
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1,0.5,seed,43,5.279894,27.877283,4.080701,0.064441
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1,0.5,seed,44,5.151042,26.53323,3.973748,0.083737
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1,0.5,seed,45,5.22632,27.314423,4.042592,0.095024
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1,0.5,mean_std,mean +/- std,5.179474 +/- 0.063480,26.830983 +/- 0.659706,3.992613 +/- 0.059573,0.098596 +/- 0.024235
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1,1,seed,41,5.225956,27.310613,3.995422,0.079349
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1,1,seed,42,5.159297,26.618348,3.973679,0.120166
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1,1,seed,43,5.357093,28.698446,4.110567,0.036883
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1,1,seed,44,5.174256,26.772921,3.983815,0.07546
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1,1,seed,45,5.252169,27.585274,4.051359,0.086051
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1,1,mean_std,mean +/- std,5.233754 +/- 0.070280,27.397121 +/- 0.739249,4.022968 +/- 0.051382,0.079582 +/- 0.026568
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1,1.5,seed,41,5.601259,31.374097,4.19044,-0.057633
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1,1.5,seed,42,5.254557,27.610374,4.053291,0.087376
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1,1.5,seed,43,5.722618,32.748356,4.249098,-0.099032
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1,1.5,seed,44,5.343659,28.554697,4.06375,0.013931
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1,1.5,seed,45,5.436465,29.555149,4.127546,0.020785
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1,1.5,mean_std,mean +/- std,5.471712 +/- 0.170019,29.968535 +/- 1.867285,4.136825 +/- 0.074678,-0.006915 +/- 0.065039
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1,2,seed,41,6.406711,41.045946,4.569078,-0.383675
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1,2,seed,42,5.479159,30.021184,4.216271,0.00769
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1,2,seed,43,6.592157,43.456535,4.556333,-0.458398
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1,2,seed,44,5.767521,33.264295,4.23897,-0.148704
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1,2,seed,45,5.91083,34.937911,4.303127,-0.157555
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1,2,mean_std,mean +/- std,6.031276 +/- 0.410961,36.545174 +/- 4.978630,4.376756 +/- 0.154530,-0.228128 +/- 0.169775
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1.5,0.5,seed,41,5.119607,26.210376,3.929699,0.116438
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1.5,0.5,seed,42,5.123231,26.247498,3.940127,0.132424
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1.5,0.5,seed,43,5.282105,27.900635,4.087888,0.063657
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1.5,0.5,seed,44,5.161049,26.636428,3.981749,0.080174
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1.5,0.5,seed,45,5.236073,27.416456,4.050977,0.091644
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1.5,0.5,mean_std,mean +/- std,5.184413 +/- 0.064345,26.882279 +/- 0.668915,3.998088 +/- 0.061911,0.096867 +/- 0.024723
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1.5,1,seed,41,5.135452,26.372863,3.939685,0.110961
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1.5,1,seed,42,5.123594,26.251219,3.940901,0.132301
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1.5,1,seed,43,5.290389,27.988214,4.082787,0.060718
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1.5,1,seed,44,5.148173,26.503685,3.970552,0.084758
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1.5,1,seed,45,5.223831,27.288409,4.03934,0.095886
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1.5,1,mean_std,mean +/- std,5.184288 +/- 0.063552,26.880878 +/- 0.661679,3.994653 +/- 0.057019,0.096925 +/- 0.024119
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1.5,1.5,seed,41,5.225953,27.310581,3.99542,0.07935
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1.5,1.5,seed,42,5.159295,26.618327,3.973678,0.120167
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1.5,1.5,seed,43,5.357092,28.698436,4.110566,0.036883
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1.5,1.5,seed,44,5.174255,26.772918,3.983814,0.07546
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1.5,1.5,seed,45,5.252167,27.585261,4.051357,0.086051
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1.5,1.5,mean_std,mean +/- std,5.233752 +/- 0.070280,27.397104 +/- 0.739250,4.022967 +/- 0.051382,0.079582 +/- 0.026568
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1.5,2,seed,41,5.435763,29.547514,4.107966,0.003942
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1.5,2,seed,42,5.238772,27.444729,4.039421,0.092851
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1.5,2,seed,43,5.55463,30.853911,4.187534,-0.035455
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1.5,2,seed,44,5.264568,27.715672,4.027592,0.042904
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1.5,2,seed,45,5.349941,28.621863,4.092946,0.051707
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,1.5,2,mean_std,mean +/- std,5.368734 +/- 0.115883,28.836738 +/- 1.250187,4.091092 +/- 0.057081,0.031190 +/- 0.043690
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,2,0.5,seed,41,5.123181,26.24698,3.933572,0.115204
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,2,0.5,seed,42,5.127614,26.292429,3.944379,0.130939
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,2,0.5,seed,43,5.286609,27.94823,4.094396,0.06206
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,2,0.5,seed,44,5.168082,26.709072,3.987547,0.077665
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,2,0.5,seed,45,5.242956,27.488583,4.05682,0.089254
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,2,0.5,mean_std,mean +/- std,5.189688 +/- 0.064768,26.937059 +/- 0.673852,4.003343 +/- 0.062840,0.095024 +/- 0.024974
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,2,1,seed,41,5.120543,26.219959,3.929348,0.116115
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,2,1,seed,42,5.119567,26.209966,3.936673,0.133665
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,2,1,seed,43,5.279892,27.877263,4.0807,0.064441
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,2,1,seed,44,5.15104,26.533218,3.973747,0.083738
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,2,1,seed,45,5.226318,27.314403,4.042591,0.095025
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,2,1,mean_std,mean +/- std,5.179472 +/- 0.063480,26.830962 +/- 0.659708,3.992612 +/- 0.059573,0.098597 +/- 0.024235
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,2,1.5,seed,41,5.149514,26.517492,3.94911,0.106085
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,2,1.5,seed,42,5.128865,26.30526,3.946071,0.130515
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,2,1.5,seed,43,5.302133,28.112618,4.087549,0.056543
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,2,1.5,seed,44,5.150188,26.524432,3.971364,0.084041
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,2,1.5,seed,45,5.226142,27.312564,4.039903,0.095086
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,2,1.5,mean_std,mean +/- std,5.191368 +/- 0.064548,26.954473 +/- 0.673334,3.998799 +/- 0.055800,0.094454 +/- 0.024420
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,2,2,seed,41,5.225951,27.310565,3.995419,0.07935
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,2,2,seed,42,5.159294,26.618316,3.973677,0.120167
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,2,2,seed,43,5.357092,28.69843,4.110565,0.036883
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,2,2,seed,44,5.174255,26.772917,3.983814,0.07546
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,2,2,seed,45,5.252167,27.585254,4.051357,0.086051
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,DLINEAR + differentiable_FRK,2,2,mean_std,mean +/- std,5.233752 +/- 0.070280,27.397096 +/- 0.739251,4.022966 +/- 0.051383,0.079582 +/- 0.026568
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,STDK,,,seed,41,4.774484,22.795696,3.720092,-0.92504
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,STDK,,,seed,42,4.518585,20.417614,3.557194,-0.596132
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,STDK,,,seed,43,4.952297,24.525246,3.848119,-1.23674
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,STDK,,,seed,44,4.798411,23.02475,3.708052,-0.698761
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,STDK,,,seed,45,4.496284,20.216574,3.582212,-0.62676
time_extrap_fixed500,Target_Time150,100/400/100,100,400,100,STDK,,,mean_std,mean +/- std,4.708012 +/- 0.174915,22.195976 +/- 1.646368,3.683134 +/- 0.105122,-0.816687 +/- 0.239503
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,0.5,0.5,seed,41,5.039824,25.399821,3.879305,0.147382
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,0.5,0.5,seed,42,5.076269,25.768512,3.929115,0.141177
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,0.5,0.5,seed,43,5.187081,26.905811,4.000916,0.104547
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,0.5,0.5,seed,44,4.947387,24.476637,3.846413,0.156045
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,0.5,0.5,seed,45,4.964629,24.647545,3.863523,0.13632
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,0.5,0.5,mean_std,mean +/- std,5.043038 +/- 0.086209,25.439665 +/- 0.873406,3.903854 +/- 0.055835,0.137094 +/- 0.017559
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,0.5,1,seed,41,6.381671,40.725719,4.544682,-0.367076
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,0.5,1,seed,42,6.006211,36.074565,4.416572,-0.202308
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,0.5,1,seed,43,6.749114,45.550541,4.643264,-0.515969
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,0.5,1,seed,44,5.6985,32.472908,4.185276,-0.119667
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,0.5,1,seed,45,5.528773,30.567331,4.130436,-0.071117
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,0.5,1,mean_std,mean +/- std,6.072854 +/- 0.445713,37.078213 +/- 5.471606,4.384046 +/- 0.198939,-0.255227 +/- 0.164663
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,0.5,1.5,seed,41,5.242693,27.485826,4.053956,0.077359
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,0.5,1.5,seed,42,5.272092,27.794953,4.098641,0.073638
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,0.5,1.5,seed,43,5.477509,30.003109,4.25043,0.001466
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,0.5,1.5,seed,44,5.181885,26.85193,4.030691,0.074145
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,0.5,1.5,seed,45,7.260579,52.716011,4.726448,-0.847234
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,0.5,1.5,mean_std,mean +/- std,5.686952 +/- 0.793062,32.970366 +/- 9.929707,4.232033 +/- 0.258777,-0.124125 +/- 0.362678
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,0.5,2,seed,41,5.28462,27.927211,4.079694,0.062543
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,0.5,2,seed,42,5.316251,28.262521,4.138278,0.058055
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,0.5,2,seed,43,5.475355,29.979511,4.256275,0.002251
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,0.5,2,seed,44,5.193378,26.97117,4.040628,0.070033
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,0.5,2,seed,45,5.261262,27.680882,4.086257,0.030028
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,0.5,2,mean_std,mean +/- std,5.306173 +/- 0.093732,28.164259 +/- 1.001808,4.120226 +/- 0.074790,0.044582 +/- 0.025122
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1,0.5,seed,41,4.889324,23.905485,3.764377,0.197544
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1,0.5,seed,42,4.952798,24.530212,3.830287,0.182447
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1,0.5,seed,43,5.041358,25.415292,3.901848,0.154153
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1,0.5,seed,44,4.919373,24.20023,3.822447,0.165575
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1,0.5,seed,45,4.936633,24.370343,3.83669,0.146033
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1,0.5,mean_std,mean +/- std,4.947897 +/- 0.051245,24.484312 +/- 0.509424,3.831130 +/- 0.043735,0.169150 +/- 0.018735
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1,1,seed,41,5.039802,25.399603,3.879288,0.147389
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1,1,seed,42,5.076254,25.768358,3.929103,0.141182
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1,1,seed,43,5.187073,26.905722,4.000909,0.10455
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1,1,seed,44,4.947384,24.476611,3.846411,0.156046
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1,1,seed,45,4.96462,24.647454,3.863516,0.136323
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1,1,mean_std,mean +/- std,5.043027 +/- 0.086208,25.439550 +/- 0.873389,3.903845 +/- 0.055835,0.137098 +/- 0.017559
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1,1.5,seed,41,5.50214,30.273546,4.138352,-0.016219
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1,1.5,seed,42,5.371522,28.853247,4.104868,0.038367
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1,1.5,seed,43,5.699791,32.487618,4.242801,-0.081221
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1,1.5,seed,44,5.165785,26.685336,3.961904,0.079889
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1,1.5,seed,45,5.133775,26.355648,3.958213,0.076466
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1,1.5,mean_std,mean +/- std,5.374603 +/- 0.211483,28.931079 +/- 2.286196,4.081228 +/- 0.108902,0.019456 +/- 0.061104
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1,2,seed,41,6.381697,40.726053,4.544688,-0.367087
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1,2,seed,42,6.006207,36.074521,4.416566,-0.202306
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1,2,seed,43,6.749196,45.551651,4.643285,-0.516006
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1,2,seed,44,5.698571,32.473714,4.185304,-0.119695
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1,2,seed,45,5.5288,30.56763,4.130445,-0.071127
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1,2,mean_std,mean +/- std,6.072894 +/- 0.445723,37.078714 +/- 5.471789,4.384058 +/- 0.198937,-0.255244 +/- 0.164670
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1.5,0.5,seed,41,4.885706,23.870122,3.757798,0.198731
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1.5,0.5,seed,42,4.950704,24.509473,3.825118,0.183138
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1.5,0.5,seed,43,5.033872,25.339867,3.895764,0.156663
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1.5,0.5,seed,44,4.934288,24.347194,3.830858,0.160508
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1.5,0.5,seed,45,4.946337,24.466245,3.841049,0.142673
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1.5,0.5,mean_std,mean +/- std,4.950181 +/- 0.047810,24.506580 +/- 0.474655,3.830117 +/- 0.044011,0.168343 +/- 0.019995
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1.5,1,seed,41,4.913068,24.13824,3.786964,0.18973
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1.5,1,seed,42,4.972067,24.721449,3.849221,0.176073
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1.5,1,seed,43,5.069874,25.703627,3.925035,0.144557
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1.5,1,seed,44,4.914407,24.151395,3.82139,0.167259
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1.5,1,seed,45,4.934926,24.353491,3.838823,0.146624
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1.5,1,mean_std,mean +/- std,4.960868 +/- 0.058522,24.613640 +/- 0.584303,3.844286 +/- 0.045573,0.164849 +/- 0.017291
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1.5,1.5,seed,41,5.039795,25.399531,3.879282,0.147392
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1.5,1.5,seed,42,5.076249,25.768307,3.929099,0.141183
time_extrap_fixed500,Target_Time150,200/300/100,200,300,100,DLINEAR + differentiable_FRK,1.5,1.5,seed,43,5.18707,26.905693,4.000906,0.104551
